sample,group,Genotype,GID,plate_code,well,Lote,is_hybrid,total_markers,valid_calls,het_calls,homo_calls,failed_calls,het_rate,call_rate,fail_rate,concordance,purity_status,purity_reason
F6658 - P5H1,Hembra F5,Hembra F5,30000,F6658,P5H1,,True,9910,9702,2052,7650,208,0.21150278293135436,0.9790110998990919,0.020988900100908172,0.9996907854050712,PASS,OK
F6659 - P5A3,Hembra F5,Hembra F5,30000,F6659,P5A3,,True,9910,9655,2003,7652,255,0.20745727602278613,0.9742684157416751,0.025731584258324926,0.9998964267219057,PASS,OK
F6659 - P5E2,Hembra F5,Hembra F5,30000,F6659,P5E2,,True,9910,9718,2105,7613,192,0.21660835562873018,0.9806256306760848,0.019374369323915237,1.0,PASS,OK
F6659 - P5F2,Hembra F5,Hembra F5,30000,F6659,P5F2,,True,9910,9714,2103,7611,196,0.21649166151945645,0.9802219979818365,0.01977800201816347,1.0,PASS,OK
F6659 - P5G2,Hembra F5,Hembra F5,30000,F6659,P5G2,,True,9910,9710,2082,7628,200,0.21441812564366633,0.9798183652875883,0.020181634712411706,0.9998970133882595,PASS,OK
F6659 - P5H2,Hembra F5,Hembra F5,30000,F6659,P5H2,,True,9910,9648,2008,7640,262,0.20812603648424544,0.9735620585267407,0.026437941473259334,1.0,PASS,OK
F6664 - P5B6,Hembra F5,Hembra F5,29511,F6664,P5B6,,True,9910,9694,2059,7635,216,0.21239942232308645,0.9782038345105953,0.02179616548940464,1.0,PASS,OK
F6664 - P5C6,Hembra F5,Hembra F5,29511,F6664,P5C6,,True,9910,9708,2089,7619,202,0.21518335393489904,0.9796165489404641,0.02038345105953582,0.999896992171405,PASS,OK
F6664 - P5D6,Hembra F5,Hembra F5,29511,F6664,P5D6,,True,9910,9676,2059,7617,234,0.21279454319966928,0.9763874873864783,0.023612512613521694,0.9997933030177759,PASS,OK
F6664 - P5E6,Hembra F5,Hembra F5,29511,F6664,P5E6,,True,9910,0,0,0,9910,,0.0,1.0,,WARNING,high fail rate (100.0%)
F6664 - P5F5,Hembra F5,Hembra F5,29511,F6664,P5F5,,True,9910,9707,2061,7646,203,0.21232100545997734,0.9795156407669021,0.020484359233097882,1.0,PASS,OK
F6664 - P5F6,Hembra F5,Hembra F5,29511,F6664,P5F6,,True,9910,9632,12,9620,278,0.0012458471760797341,0.9719475277497477,0.02805247225025227,0.995328073089701,FAIL,low heterozygosity for hybrid (0.1%; expected >20%)
F6664 - P5G5,Hembra F5,Hembra F5,29511,F6664,P5G5,,True,9910,9658,2016,7642,252,0.20873886933112445,0.9745711402623612,0.02542885973763875,0.999792917788362,PASS,OK
F6664 - P5G6,Hembra F5,Hembra F5,29511,F6664,P5G6,,True,9910,9618,1990,7628,292,0.20690372218756498,0.9705348133198789,0.02946518668012109,0.9993761696818465,PASS,OK
F6664 - P5H5,Hembra F5,Hembra F5,29511,F6664,P5H5,,True,9910,9655,2028,7627,255,0.2100466079751424,0.9742684157416751,0.025731584258324926,0.9998964267219057,PASS,OK
F6664 - P5H6,Hembra F5,Hembra F5,29511,F6664,P5H6,,True,9910,9638,2005,7633,272,0.20803071176592655,0.9725529767911201,0.027447023208879918,0.999896244034032,PASS,OK
F6665 - P5A7,Hembra F5,Hembra F5,29511,F6665,P5A7,,True,9910,9685,2041,7644,225,0.21073825503355706,0.9772956609485368,0.022704339051463168,1.0,PASS,OK
F6665 - P5A8,Hembra F5,Hembra F5,29511,F6665,P5A8,,True,9910,9713,2090,7623,197,0.21517553793884484,0.9801210898082745,0.01987891019172553,1.0,PASS,OK
F6665 - P5B7,Hembra F5,Hembra F5,29511,F6665,P5B7,,True,9910,9710,2097,7613,200,0.21596292481977342,0.9798183652875883,0.020181634712411706,0.9998970133882595,PASS,OK
F6665 - P5B8,Hembra F5,Hembra F5,29511,F6665,P5B8,,True,9910,9713,2089,7624,197,0.2150725831360033,0.9801210898082745,0.01987891019172553,0.9998970451971585,PASS,OK
F6665 - P5C7,Hembra F5,Hembra F5,29511,F6665,P5C7,,True,9910,9711,2097,7614,199,0.2159406858202039,0.9799192734611504,0.020080726538849646,0.9998970239934095,PASS,OK
F6665 - P5D7,Hembra F5,Hembra F5,29511,F6665,P5D7,,True,9910,9719,2110,7609,191,0.21710052474534416,0.9807265388496468,0.01927346115035318,0.9998971087560449,PASS,OK
F6665 - P5E7,Hembra F5,Hembra F5,29511,F6665,P5E7,,True,9910,9716,2102,7614,194,0.21634417455743105,0.9804238143289606,0.019576185671039355,0.9998970769864142,PASS,OK
F6665 - P5F7,Hembra F5,Hembra F5,29511,F6665,P5F7,,True,9910,9713,2084,7629,197,0.21455780912179553,0.9801210898082745,0.01987891019172553,1.0,PASS,OK
F6665 - P5G7,Hembra F5,Hembra F5,29511,F6665,P5G7,,True,9910,9690,2063,7627,220,0.2128998968008256,0.9778002018163471,0.022199798183652877,0.9998968008255934,PASS,OK
F6665 - P5H7,Hembra F5,Hembra F5,29511,F6665,P5H7,,True,9910,9613,1990,7623,297,0.20701133881202538,0.9700302724520686,0.029969727547931382,0.999791948403204,PASS,OK
F6666 - P5C8,Hembra F5,Hembra F5,29511,F6666,P5C8,,True,9910,9717,2098,7619,193,0.21591026036842648,0.9805247225025226,0.019475277497477295,1.0,PASS,OK
F6666 - P5D8,Hembra F5,Hembra F5,29511,F6666,P5D8,,True,9910,9709,2096,7613,201,0.2158821711813781,0.9797174571140262,0.020282542885973764,0.9998970027809249,PASS,OK
F6666 - P5E8,Hembra F5,Hembra F5,29511,F6666,P5E8,,True,9910,9712,2091,7621,198,0.2153006589785832,0.9800201816347124,0.019979818365287588,0.9998970345963756,PASS,OK
F6666 - P5F8,Hembra F5,Hembra F5,29511,F6666,P5F8,,True,9910,9719,2076,7643,191,0.21360222245086943,0.9807265388496468,0.01927346115035318,1.0,PASS,OK
F6666 - P5G8,Hembra F5,Hembra F5,29511,F6666,P5G8,,True,9910,9701,2066,7635,209,0.21296773528502216,0.9789101917255297,0.021089808274470233,0.9998969178435213,PASS,OK
F6667 - P5A9,Hembra F5,Hembra F5,29511,F6667,P5A9,,True,9910,9712,2095,7617,198,0.21571252059308071,0.9800201816347124,0.019979818365287588,1.0,PASS,OK
F6667 - P5B9,Hembra F5,Hembra F5,29511,F6667,P5B9,,True,9910,9716,2105,7611,194,0.21665294359818857,0.9804238143289606,0.019576185671039355,1.0,PASS,OK
F6667 - P5C9,Hembra F5,Hembra F5,29511,F6667,P5C9,,True,9910,9712,2075,7637,198,0.21365321252059308,0.9800201816347124,0.019979818365287588,1.0,PASS,OK
F6667 - P5D9,Hembra F5,Hembra F5,29511,F6667,P5D9,,True,9910,9713,2071,7642,197,0.21321939668485534,0.9801210898082745,0.01987891019172553,1.0,PASS,OK
F6667 - P5H8,Hembra F5,Hembra F5,29511,F6667,P5H8,,True,9910,9624,1992,7632,286,0.20698254364089774,0.9711402623612513,0.028859737638748738,0.9997921862011637,PASS,OK
F6668 - P5E9,CLWQHZN86,CLWQHZN86,45037,F6668,P5E9,,False,9910,9660,29,9631,250,0.003002070393374741,0.9747729566094854,0.025227043390514632,1.0,PASS,OK
F6668 - P5F9,CLWQHZN86,CLWQHZN86,45037,F6668,P5F9,,False,9910,9745,3214,6531,165,0.3298101590559261,0.9833501513622603,0.016649848637739658,0.9959979476654695,FAIL,high heterozygosity for inbred (33.0%)
F6669 - P5G9,CLWQHZN86,CLWQHZN86,45037,F6669,P5G9,,False,9910,9652,23,9629,258,0.002382925818483216,0.9739656912209889,0.0260343087790111,0.9998963945296312,PASS,OK
F6670 - P5H9,CLWQHZN86,CLWQHZN86,45037,F6670,P5H9,,False,9910,9642,24,9618,268,0.002489110143123833,0.9729566094853683,0.027043390514631685,0.9998962870773699,PASS,OK
F6671 - P5A10,CLWQHZN86,CLWQHZN86,45037,F6671,P5A10,,False,9910,9660,19,9641,250,0.0019668737060041406,0.9747729566094854,0.025227043390514632,0.9992753623188406,PASS,OK
F6672 - P5B10,CLWQHZN86,CLWQHZN86,29510,F6672,P5B10,,False,9910,9652,10,9642,258,0.0010360547036883548,0.9739656912209889,0.0260343087790111,0.8984666390385412,WARNING,reduced concordance (89.8%)
F6672 - P5C10,CLWQHZN86,CLWQHZN86,29510,F6672,P5C10,,False,9910,9656,25,9631,254,0.0025890637945318973,0.9743693239152371,0.025630676084762865,0.9996893123446562,PASS,OK
F6673 - P5D10,CLWQHZN86,CLWQHZN86,29510,F6673,P5D10,,False,9910,9658,29,9629,252,0.003002692068751294,0.9745711402623612,0.02542885973763875,1.0,PASS,OK
F6674 - P5E10,CLWQHZN86,CLWQHZN86,29510,F6674,P5E10,,False,9910,9684,855,8829,226,0.08828996282527882,0.9771947527749748,0.02280524722502523,0.9420693928128873,WARNING,elevated heterozygosity for inbred (8.8%)
F6675 - P5F10,CLWQHZN86,CLWQHZN86,29510,F6675,P5F10,,False,9910,9653,11,9642,257,0.001139542111260748,0.974066599394551,0.02593340060544904,0.8984771573604061,WARNING,reduced concordance (89.8%)
F6676 - P5A11,CLWQHZN86,CLWQHZN86,33733,F6676,P5A11,,False,9910,9679,674,9005,231,0.06963529290215932,0.9766902119071644,0.02330978809283552,0.9987602025002583,WARNING,elevated heterozygosity for inbred (7.0%)
F6676 - P5G10,CLWQHZN86,CLWQHZN86,33733,F6676,P5G10,,False,9910,9646,15,9631,264,0.0015550487248600455,0.9733602421796166,0.026639757820383452,0.9989633008500933,PASS,OK
F6676 - P5H10,CLWQHZN86,CLWQHZN86,33733,F6676,P5H10,,False,9910,9645,109,9536,265,0.011301192327630896,0.9732593340060545,0.02674066599394551,0.9983411093831001,PASS,OK
F6677 - P5B11,CLWQHZN86,CLWQHZN86,33733,F6677,P5B11,,False,9910,9660,16,9644,250,0.0016563146997929607,0.9747729566094854,0.025227043390514632,0.9989648033126294,PASS,OK
F6677 - P5C11,CLWQHZN86,CLWQHZN86,33733,F6677,P5C11,,False,9910,9656,17,9639,254,0.0017605633802816902,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6678 - P5D11,CLWQHZN86,CLWQHZN86,3729,F6678,P5D11,,False,9910,9658,15,9643,252,0.0015531165872851522,0.9745711402623612,0.02542885973763875,0.999171671153448,PASS,OK
F6678 - P5E11,CLWQHZN86,CLWQHZN86,3729,F6678,P5E11,,False,9910,9660,15,9645,250,0.0015527950310559005,0.9747729566094854,0.025227043390514632,0.9989648033126294,PASS,OK
F6678 - P5F11,CLWQHZN86,CLWQHZN86,3729,F6678,P5F11,,False,9910,9656,15,9641,254,0.0015534382767191384,0.9743693239152371,0.025630676084762865,0.9995857497928748,PASS,OK
F6679 - P5G11,CLWQHZN86,CLWQHZN86,3729,F6679,P5G11,,False,9910,9643,24,9619,267,0.0024888520170071554,0.9730575176589303,0.026942482341069628,0.9997925956652494,PASS,OK
F6679 - P5H11,CLWQHZN86,CLWQHZN86,3729,F6679,P5H11,,False,9910,9645,14,9631,265,0.0014515292897874547,0.9732593340060545,0.02674066599394551,0.9989631933644375,PASS,OK
F6680 - P5A12,CLWQHZN86,CLWQHZN86,11874,F6680,P5A12,,False,9910,9654,14,9640,256,0.00145017609281127,0.974167507568113,0.025832492431886983,0.9998964159933706,PASS,OK
F6680 - P5B12,CLWQHZN86,CLWQHZN86,11874,F6680,P5B12,,False,9910,9656,14,9642,254,0.0014498757249378626,0.9743693239152371,0.025630676084762865,0.9998964374482188,PASS,OK
F6680 - P5C12,CLWQHZN86,CLWQHZN86,11874,F6680,P5C12,,False,9910,9657,16,9641,253,0.0016568292430361397,0.9744702320887992,0.025529767911200808,0.9998964481723103,PASS,OK
F6680 - P5D12,CLWQHZN86,CLWQHZN86,11874,F6680,P5D12,,False,9910,9654,15,9639,256,0.0015537600994406464,0.974167507568113,0.025832492431886983,1.0,PASS,OK
F6680 - P5E12,CLWQHZN86,CLWQHZN86,11874,F6680,P5E12,,False,9910,9657,14,9643,253,0.0014497255876566222,0.9744702320887992,0.025529767911200808,1.0,PASS,OK
F6681 - P5F12,Hembra F7,Hembra F7,45000,F6681,P5F12,,False,9910,9701,1502,8199,209,0.15482939903102774,0.9789101917255297,0.021089808274470233,0.9953613029584579,FAIL,high heterozygosity for inbred (15.5%)
F6681 - P5G12,Hembra F7,Hembra F7,45000,F6681,P5G12,,False,9910,9722,3149,6573,188,0.3239045463896318,0.981029263370333,0.018970736629667004,0.9296441061509977,FAIL,high heterozygosity for inbred (32.4%)
F6681 - P6A1,Hembra F7,Hembra F7,45000,F6681,P6A1,,False,9910,9706,1549,8157,204,0.1595920049453946,0.9794147325933401,0.02058526740665994,0.9880486297135792,FAIL,high heterozygosity for inbred (16.0%)
F6681 - P6B1,Hembra F7,Hembra F7,45000,F6681,P6B1,,False,9910,9699,1388,8311,211,0.14310753685947006,0.9787083753784056,0.021291624621594347,0.9997937931745541,FAIL,high heterozygosity for inbred (14.3%)
F6681 - P6C1,Hembra F7,Hembra F7,45000,F6681,P6C1,,False,9910,9699,1392,8307,211,0.1435199505103619,0.9787083753784056,0.021291624621594347,0.9980410351582637,FAIL,high heterozygosity for inbred (14.4%)
F6682 - P6D1,Hembra F7,Hembra F7,45000,F6682,P6D1,,False,9910,9690,1093,8597,220,0.11279669762641899,0.9778002018163471,0.022199798183652877,0.9901960784313726,FAIL,high heterozygosity for inbred (11.3%)
F6682 - P6E1,Hembra F7,Hembra F7,45000,F6682,P6E1,,False,9910,9686,1057,8629,224,0.10912657443733223,0.9773965691220989,0.02260343087790111,0.9913276894486889,FAIL,high heterozygosity for inbred (10.9%)
F6682 - P6F1,Hembra F7,Hembra F7,45000,F6682,P6F1,,False,9910,9695,1412,8283,215,0.14564208354822072,0.9783047426841575,0.021695257315842584,0.9954615781330582,FAIL,high heterozygosity for inbred (14.6%)
F6682 - P6G1,Hembra F7,Hembra F7,45000,F6682,P6G1,,False,9910,9693,1229,8464,217,0.12679253069225213,0.9781029263370333,0.021897073662966702,0.9959764778706283,FAIL,high heterozygosity for inbred (12.7%)
F6682 - P6H1,Hembra F7,Hembra F7,45000,F6682,P6H1,,False,9910,9719,1632,8087,191,0.16791851013478754,0.9807265388496468,0.01927346115035318,0.9908426792879926,FAIL,high heterozygosity for inbred (16.8%)
F6683 - P6A2,Hembra F5B,Hembra F5B,48811,F6683,P6A2,,True,9910,9703,2066,7637,207,0.21292383798825107,0.9791120080726539,0.020887991927346115,1.0,PASS,OK
F6683 - P6B2,Hembra F5B,Hembra F5B,48811,F6683,P6B2,,True,9910,9710,2076,7634,200,0.21380020597322347,0.9798183652875883,0.020181634712411706,1.0,PASS,OK
F6683 - P6C2,Hembra F5B,Hembra F5B,48811,F6683,P6C2,,True,9910,9716,2088,7628,194,0.21490325236722932,0.9804238143289606,0.019576185671039355,1.0,PASS,OK
F6683 - P6D2,Hembra F5B,Hembra F5B,48811,F6683,P6D2,,True,9910,9717,2085,7632,193,0.21457239888854585,0.9805247225025226,0.019475277497477295,1.0,PASS,OK
F6683 - P6E2,Hembra F5B,Hembra F5B,48811,F6683,P6E2,,True,9910,9714,2082,7632,196,0.21432983323038912,0.9802219979818365,0.01977800201816347,1.0,PASS,OK
F6684 - P6A3,Hembra F5B,Hembra F5B,48811,F6684,P6A3,,True,9910,9709,2075,7634,201,0.2137192295808013,0.9797174571140262,0.020282542885973764,1.0,PASS,OK
F6684 - P6B3,Hembra F5B,Hembra F5B,48811,F6684,P6B3,,True,9910,9715,2083,7632,195,0.2144107050952136,0.9803229061553986,0.019677093844601413,1.0,PASS,OK
F6684 - P6F2,Hembra F5B,Hembra F5B,48811,F6684,P6F2,,True,9910,9715,2083,7632,195,0.2144107050952136,0.9803229061553986,0.019677093844601413,1.0,PASS,OK
F6684 - P6G2,Hembra F5B,Hembra F5B,48811,F6684,P6G2,,True,9910,9712,2079,7633,198,0.2140650741350906,0.9800201816347124,0.019979818365287588,1.0,PASS,OK
F6684 - P6H2,Hembra F5B,Hembra F5B,48811,F6684,P6H2,,True,9910,9715,2081,7634,195,0.21420483787956768,0.9803229061553986,0.019677093844601413,1.0,PASS,OK
F6685 - P6C3,SNHWZ241205,SNHWZ241205,48813,F6685,P6C3,,True,9910,9746,2711,7035,164,0.27816540119023186,0.9834510595358223,0.016548940464177597,0.9994869690129283,PASS,OK
F6685 - P6D3,SNHWZ241205,SNHWZ241205,48813,F6685,P6D3,,True,9910,9747,2695,7052,163,0.27649533189699393,0.9835519677093845,0.01644803229061554,1.0,PASS,OK
F6685 - P6E3,SNHWZ241205,SNHWZ241205,48813,F6685,P6E3,,True,9910,9737,2602,7135,173,0.26722809900379996,0.9825428859737638,0.017457114026236124,0.9978432782171099,PASS,OK
F6685 - P6F3,SNHWZ241205,SNHWZ241205,48813,F6685,P6F3,,True,9910,9745,2687,7058,165,0.27573114417650074,0.9833501513622603,0.016649848637739658,1.0,PASS,OK
F6685 - P6G3,SNHWZ241205,SNHWZ241205,48813,F6685,P6G3,,True,9910,9734,2667,7067,176,0.27398808300801314,0.9822401614530777,0.0177598385469223,0.9998972673104581,PASS,OK
F6686 - P6A4,SNHWZ241205,SNHWZ241205,48813,F6686,P6A4,,True,9910,9722,2680,7042,188,0.27566344373585683,0.981029263370333,0.018970736629667004,0.9998971405060687,PASS,OK
F6686 - P6B4,SNHWZ241205,SNHWZ241205,48813,F6686,P6B4,,True,9910,9736,2616,7120,174,0.2686935086277732,0.9824419778002018,0.017558022199798184,0.9993837304847987,PASS,OK
F6686 - P6C4,SNHWZ241205,SNHWZ241205,48813,F6686,P6C4,,True,9910,9736,2667,7069,174,0.2739317995069844,0.9824419778002018,0.017558022199798184,0.9992810188989318,PASS,OK
F6686 - P6D4,SNHWZ241205,SNHWZ241205,48813,F6686,P6D4,,True,9910,9744,2737,7007,166,0.28089080459770116,0.9832492431886983,0.016750756811301715,0.9991789819376026,PASS,OK
F6686 - P6H3,SNHWZ241205,SNHWZ241205,48813,F6686,P6H3,,True,9910,9737,2651,7086,173,0.27226044983054326,0.9825428859737638,0.017457114026236124,0.999794597925439,PASS,OK
F6687 - P6A5,SNHWZ230164,SNHWZ230164,48815,F6687,P6A5,,True,9910,9719,2139,7580,191,0.2200843708200432,0.9807265388496468,0.01927346115035318,0.9994855437802243,PASS,OK
F6687 - P6E4,SNHWZ230164,SNHWZ230164,48815,F6687,P6E4,,True,9910,9720,2017,7703,190,0.20751028806584362,0.9808274470232089,0.01917255297679112,0.9996913580246913,PASS,OK
F6687 - P6F4,SNHWZ230164,SNHWZ230164,48815,F6687,P6F4,,True,9910,9716,2105,7611,194,0.21665294359818857,0.9804238143289606,0.019576185671039355,1.0,PASS,OK
F6687 - P6G4,SNHWZ230164,SNHWZ230164,48815,F6687,P6G4,,True,9910,9721,2162,7559,189,0.22240510235572472,0.9809283551967709,0.019071644803229062,1.0,PASS,OK
F6687 - P6H4,SNHWZ230164,SNHWZ230164,48815,F6687,P6H4,,True,9910,9706,2115,7591,204,0.2179064496187925,0.9794147325933401,0.02058526740665994,0.9998969709458068,PASS,OK
F6688 - P6B5,SNHWZ230164,SNHWZ230164,48815,F6688,P6B5,,True,9910,9715,2039,7676,195,0.2098816263510036,0.9803229061553986,0.019677093844601413,0.9994853319608852,PASS,OK
F6688 - P6C5,SNHWZ230164,SNHWZ230164,48815,F6688,P6C5,,True,9910,9715,2046,7669,195,0.21060216160576428,0.9803229061553986,0.019677093844601413,0.9996911991765312,PASS,OK
F6688 - P6D5,SNHWZ230164,SNHWZ230164,48815,F6688,P6D5,,True,9910,9723,2177,7546,187,0.22390208783297336,0.981130171543895,0.018869828456104944,0.9998971510850561,PASS,OK
F6688 - P6E5,SNHWZ230164,SNHWZ230164,48815,F6688,P6E5,,True,9910,9710,1983,7727,200,0.20422245108135942,0.9798183652875883,0.020181634712411706,0.9996910401647786,PASS,OK
F6688 - P6F5,SNHWZ230164,SNHWZ230164,48815,F6688,P6F5,,True,9910,9722,2165,7557,188,0.22269080436124256,0.981029263370333,0.018970736629667004,1.0,PASS,OK
F6689 - P6A6,SNMLWZ211776,SNMLWZ211776,48814,F6689,P6A6,,False,9910,9647,263,9384,263,0.027262361355861926,0.9734611503531786,0.02653884964682139,0.9987560899761584,PASS,OK
F6689 - P6B6,SNMLWZ211776,SNMLWZ211776,48814,F6689,P6B6,,False,9910,9656,366,9290,254,0.037903893951946974,0.9743693239152371,0.025630676084762865,0.9915078707539354,PASS,OK
F6689 - P6C6,SNMLWZ211776,SNMLWZ211776,48814,F6689,P6C6,,False,9910,9660,396,9264,250,0.040993788819875775,0.9747729566094854,0.025227043390514632,0.9899585921325051,PASS,OK
F6689 - P6G5,SNMLWZ211776,SNMLWZ211776,48814,F6689,P6G5,,False,9910,9662,369,9293,248,0.03819085075553716,0.9749747729566095,0.025025227043390514,0.9974125439867523,PASS,OK
F6689 - P6H5,SNMLWZ211776,SNMLWZ211776,48814,F6689,P6H5,,False,9910,9659,458,9201,251,0.047416916865099905,0.9746720484359233,0.02532795156407669,0.9929599337405528,PASS,OK
F6690 - P6D6,SNMLWZ211776,SNMLWZ211776,48814,F6690,P6D6,,False,9910,9658,385,9273,252,0.03986332574031891,0.9745711402623612,0.02542885973763875,0.9930627459101263,PASS,OK
F6690 - P6E6,SNMLWZ211776,SNMLWZ211776,48814,F6690,P6E6,,False,9910,9648,387,9261,262,0.04011194029850746,0.9735620585267407,0.026437941473259334,0.9858001658374793,PASS,OK
F6690 - P6F6,SNMLWZ211776,SNMLWZ211776,48814,F6690,P6F6,,False,9910,9653,309,9344,257,0.03201077385268828,0.974066599394551,0.02593340060544904,0.9864290894022584,PASS,OK
F6690 - P6G6,SNMLWZ211776,SNMLWZ211776,48814,F6690,P6G6,,False,9910,9654,427,9227,256,0.044230370830743736,0.974167507568113,0.025832492431886983,0.9890200952972861,PASS,OK
F6690 - P6H6,SNMLWZ211776,SNMLWZ211776,48814,F6690,P6H6,,False,9910,9660,340,9320,250,0.035196687370600416,0.9747729566094854,0.025227043390514632,0.9850931677018634,PASS,OK
F6691 - P6B7,CLWQZ19020,CLWQZ19020,52341,F6691,P6B7,,False,9910,9657,11,9646,253,0.001139070104587346,0.9744702320887992,0.025529767911200808,1.0,PASS,OK
F6691 - P6C7,CLWQZ19020,CLWQZ19020,52341,F6691,P6C7,,False,9910,9656,11,9645,254,0.0011391880695940347,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6691 - P6D7,CLWQZ19020,CLWQZ19020,52341,F6691,P6D7,,False,9910,9656,11,9645,254,0.0011391880695940347,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6691 - P6E7,CLWQZ19020,CLWQZ19020,52341,F6691,P6E7,,False,9910,9656,12,9644,254,0.0012427506213753107,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6691 - P6F7,CLWQZ19020,CLWQZ19020,52341,F6691,P6F7,,False,9910,9656,11,9645,254,0.0011391880695940347,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6692 - P6A8,CLWQZ19020,CLWQZ19020,52341,F6692,P6A8,,False,9910,9656,11,9645,254,0.0011391880695940347,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6692 - P6B8,CLWQZ19020,CLWQZ19020,52341,F6692,P6B8,,False,9910,9656,11,9645,254,0.0011391880695940347,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6692 - P6C8,CLWQZ19020,CLWQZ19020,52341,F6692,P6C8,,False,9910,9656,12,9644,254,0.0012427506213753107,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6692 - P6G7,CLWQZ19020,CLWQZ19020,52341,F6692,P6G7,,False,9910,9656,11,9645,254,0.0011391880695940347,0.9743693239152371,0.025630676084762865,1.0,PASS,OK
F6692 - P6H7,CLWQZ19020,CLWQZ19020,52341,F6692,P6H7,,False,9910,9657,11,9646,253,0.001139070104587346,0.9744702320887992,0.025529767911200808,1.0,PASS,OK
F6693 - P6D8,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6693,P6D8,,False,9910,9622,10,9612,288,0.0010392849719393059,0.9709384460141272,0.029061553985872856,1.0,PASS,OK
F6693 - P6E8,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6693,P6E8,,False,9910,9625,11,9614,285,0.001142857142857143,0.9712411705348133,0.02875882946518668,1.0,PASS,OK
F6693 - P6F8,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6693,P6F8,,False,9910,9621,10,9611,289,0.0010393929944912171,0.970837537840565,0.029162462159434913,1.0,PASS,OK
F6693 - P6G8,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6693,P6G8,,False,9910,9621,11,9610,289,0.0011433322939403388,0.970837537840565,0.029162462159434913,1.0,PASS,OK
F6693 - P6H8,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6693,P6H8,,False,9910,9622,10,9612,288,0.0010392849719393059,0.9709384460141272,0.029061553985872856,1.0,PASS,OK
F6694 - P6A9,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6694,P6A9,,False,9910,9624,10,9614,286,0.0010390689941812137,0.9711402623612513,0.028859737638748738,1.0,PASS,OK
F6694 - P6B9,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6694,P6B9,,False,9910,9622,10,9612,288,0.0010392849719393059,0.9709384460141272,0.029061553985872856,1.0,PASS,OK
F6694 - P6C9,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6694,P6C9,,False,9910,9622,10,9612,288,0.0010392849719393059,0.9709384460141272,0.029061553985872856,1.0,PASS,OK
F6694 - P6D9,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6694,P6D9,,False,9910,9622,10,9612,288,0.0010392849719393059,0.9709384460141272,0.029061553985872856,1.0,PASS,OK
F6694 - P6E9,SNCLWQZ1714-13,SNCLWQZ1714-13,37050,F6694,P6E9,,False,9910,9622,10,9612,288,0.0010392849719393059,0.9709384460141272,0.029061553985872856,1.0,PASS,OK
F6695 - P6A10,CLWQHZN47,CLWQHZN47,45297,F6695,P6A10,,False,9910,9653,35,9618,257,0.0036258158085569255,0.974066599394551,0.02593340060544904,0.7805863462136123,FAIL,low concordance (78.1%)
F6695 - P6B10,CLWQHZN47,CLWQHZN47,45297,F6695,P6B10,,False,9910,9661,75,9586,249,0.00776317151433599,0.9748738647830474,0.025126135216952575,0.7805610185281027,FAIL,low concordance (78.1%)
F6695 - P6F9,CLWQHZN47,CLWQHZN47,45297,F6695,P6F9,,False,9910,9652,21,9631,258,0.002175714877745545,0.9739656912209889,0.0260343087790111,0.7789059262329051,FAIL,low concordance (77.9%)
F6695 - P6G9,CLWQHZN47,CLWQHZN47,45297,F6695,P6G9,,False,9910,9653,37,9616,257,0.003833005283331607,0.974066599394551,0.02593340060544904,0.7796539935771263,FAIL,low concordance (78.0%)
F6695 - P6H9,CLWQHZN47,CLWQHZN47,45297,F6695,P6H9,,False,9910,9545,98,9447,365,0.010267155578837088,0.9631685166498486,0.036831483350151364,0.7830277632268203,FAIL,low concordance (78.3%)
F6696 - P6C10,CLWQHZN47,CLWQHZN47,45297,F6696,P6C10,,False,9910,9654,23,9631,256,0.002382432152475658,0.974167507568113,0.025832492431886983,0.7780194737932463,FAIL,low concordance (77.8%)
F6696 - P6D10,CLWQHZN47,CLWQHZN47,45297,F6696,P6D10,,False,9910,9656,190,9466,254,0.01967688483844242,0.9743693239152371,0.025630676084762865,0.793910521955261,FAIL,low concordance (79.4%)
F6696 - P6E10,CLWQHZN47,CLWQHZN47,45297,F6696,P6E10,,False,9910,9650,30,9620,260,0.0031088082901554403,0.9737638748738647,0.026236125126135216,0.7786528497409326,FAIL,low concordance (77.9%)
F6696 - P6F10,CLWQHZN47,CLWQHZN47,45297,F6696,P6F10,,False,9910,9670,33,9637,240,0.0034126163391933815,0.9757820383451059,0.024217961654894045,0.7790072388831437,FAIL,low concordance (77.9%)
