sample,group,Genotype,GID,plate_code,well,Lote,is_hybrid,total_markers,valid_calls,het_calls,homo_calls,failed_calls,het_rate,call_rate,fail_rate,concordance,purity_status,purity_reason
F6624 - P2B7,F5,F5,53003,F6624,P2B7,L-99-2,True,9910,9751,3272,6479,159,0.33555532765870166,0.9839556004036327,0.016044399596367307,0.9976412675623013,PASS,OK
F6624 - P2H6,F5,F5,53003,F6624,P2H6,L-99-2,True,9910,9723,3127,6596,187,0.32160855702972335,0.981130171543895,0.018869828456104944,0.9955774966574102,PASS,OK
F6625 - P2A8,F5,F5,53004,F6625,P2A8,L-88,True,9910,9681,884,8797,229,0.09131288090073339,0.9768920282542886,0.023107971745711404,0.9285197810143581,FAIL,low heterozygosity for hybrid (9.1%; expected >20%)
F6625 - P2B8,F5,F5,53004,F6625,P2B8,L-88,True,9910,9727,3269,6458,183,0.3360748432199034,0.9815338042381433,0.01846619576185671,0.9977382543435798,PASS,OK
F6625 - P2C7,F5,F5,53004,F6625,P2C7,L-88,True,9910,9740,3277,6463,170,0.3364476386036961,0.9828456104944501,0.017154389505549948,0.9976386036960986,PASS,OK
F6625 - P2D7,F5,F5,53004,F6625,P2D7,L-88,True,9910,9741,3266,6475,169,0.33528385176059955,0.9829465186680121,0.01705348133198789,0.9976388461143619,PASS,OK
F6625 - P2E7,F5,F5,53004,F6625,P2E7,L-88,True,9910,9743,3274,6469,167,0.33603612850251463,0.9831483350151362,0.016851664984863773,0.983885866776147,PASS,OK
F6625 - P2F7,F5,F5,53004,F6625,P2F7,L-88,True,9910,9730,3046,6684,180,0.3130524152106886,0.9818365287588294,0.018163471241170535,0.9473792394655705,PASS,OK
F6625 - P2G7,F5,F5,53004,F6625,P2G7,L-88,True,9910,9732,3245,6487,178,0.333436087135224,0.9820383451059536,0.017961654894046417,0.997842170160296,PASS,OK
F6625 - P2H7,F5,F5,53004,F6625,P2H7,L-88,True,9910,9730,3195,6535,180,0.328365878725591,0.9818365287588294,0.018163471241170535,0.9966084275436793,PASS,OK
F6626 - P2A9,F5,F5,53004,F6626,P2A9,L-88,True,9910,9742,3248,6494,168,0.33340176555122153,0.9830474268415742,0.016952573158425834,0.9981523301170191,PASS,OK
F6626 - P2B9,F5,F5,53004,F6626,P2B9,L-88,True,9910,9750,3139,6611,160,0.32194871794871793,0.9838546922300706,0.016145307769929364,0.94,PASS,OK
F6626 - P2C8,F5,F5,53004,F6626,P2C8,L-88,True,9910,9749,3276,6473,161,0.33603446507334084,0.9837537840565086,0.016246215943491422,0.9985639552774643,PASS,OK
F6626 - P2D8,F5,F5,53004,F6626,P2D8,L-88,True,9910,9746,3277,6469,164,0.3362405089267392,0.9834510595358223,0.016548940464177597,0.9976400574594706,PASS,OK
F6626 - P2E8,F5,F5,53004,F6626,P2E8,L-88,True,9910,9740,3265,6475,170,0.33521560574948667,0.9828456104944501,0.017154389505549948,0.9983572895277207,PASS,OK
F6626 - P2F8,F5,F5,53004,F6626,P2F8,L-88,True,9910,9708,2149,7559,202,0.22136382365059745,0.9796165489404641,0.02038345105953582,0.9040997115780799,PASS,OK
F6626 - P2G8,F5,F5,53004,F6626,P2G8,L-88,True,9910,9736,3185,6551,174,0.32713640098603125,0.9824419778002018,0.017558022199798184,0.995480690221857,PASS,OK
F6626 - P2H8,F5,F5,53004,F6626,P2H8,L-88,True,9910,9693,1318,8375,217,0.13597441452594655,0.9781029263370333,0.021897073662966702,0.9497575569998968,FAIL,low heterozygosity for hybrid (13.6%; expected >20%)
F6627 - P2A10,F5,F5,53004,F6627,P2A10,L-88,True,9910,9748,3292,6456,162,0.33771029954862536,0.9836528758829465,0.016347124117053483,0.9975379565038982,PASS,OK
F6627 - P2B10,F5,F5,53004,F6627,P2B10,L-88,True,9910,9744,3265,6479,166,0.33507799671592775,0.9832492431886983,0.016750756811301715,0.9982553366174056,PASS,OK
F6627 - P2C9,F5,F5,53004,F6627,P2C9,L-88,True,9910,9744,3216,6528,166,0.33004926108374383,0.9832492431886983,0.016750756811301715,0.9981527093596059,PASS,OK
F6627 - P2D9,F5,F5,53004,F6627,P2D9,L-88,True,9910,9740,3242,6498,170,0.3328542094455852,0.9828456104944501,0.017154389505549948,0.9989733059548255,PASS,OK
F6627 - P2E9,F5,F5,53004,F6627,P2E9,L-88,True,9910,9748,3283,6465,162,0.3367870332375872,0.9836528758829465,0.016347124117053483,0.9980508822322528,PASS,OK
F6627 - P2F9,F5,F5,53004,F6627,P2F9,L-88,True,9910,9742,3231,6511,168,0.3316567439950729,0.9830474268415742,0.016952573158425834,0.9985629234243482,PASS,OK
F6627 - P2G9,F5,F5,53004,F6627,P2G9,L-88,True,9910,9740,3261,6479,170,0.3348049281314168,0.9828456104944501,0.017154389505549948,0.9962012320328542,PASS,OK
F6627 - P2H9,F5,F5,53004,F6627,P2H9,L-88,True,9910,9727,2930,6797,183,0.30122339878688187,0.9815338042381433,0.01846619576185671,0.9500359823172613,PASS,OK
F6628 - P2C10,F5,F5,53004,F6628,P2C10,L-88,True,9910,9681,1391,8290,229,0.14368350377027167,0.9768920282542886,0.023107971745711404,0.9534139035223634,FAIL,low heterozygosity for hybrid (14.4%; expected >20%)
F6628 - P2D10,F5,F5,53004,F6628,P2D10,L-88,True,9910,9738,3244,6494,172,0.33312795235161224,0.9826437941473259,0.017356205852674066,0.997740809201068,PASS,OK
F6628 - P2E10,F5,F5,53004,F6628,P2E10,L-88,True,9910,9741,3215,6526,169,0.3300482496663587,0.9829465186680121,0.01705348133198789,0.9980494815727338,PASS,OK
F6628 - P2F10,F5,F5,53004,F6628,P2F10,L-88,True,9910,9742,3288,6454,168,0.3375076986245124,0.9830474268415742,0.016952573158425834,0.9989735167316772,PASS,OK
F6628 - P2G10,F5,F5,53004,F6628,P2G10,L-88,True,9910,9739,3255,6484,171,0.33422322620392236,0.982744702320888,0.01725529767911201,0.9976383612280522,PASS,OK
F6628 - P2H10,F5,F5,53004,F6628,P2H10,L-88,True,9910,9665,997,8668,245,0.10315571650284532,0.9752774974772956,0.02472250252270434,0.9362648732540093,FAIL,low heterozygosity for hybrid (10.3%; expected >20%)
F6629 - P2A11,F5,F5,53005,F6629,P2A11,L-117,True,9910,9725,3235,6490,185,0.3326478149100257,0.9813319878910192,0.01866801210898083,0.9983547557840617,PASS,OK
F6629 - P2B11,F5,F5,53005,F6629,P2B11,L-117,True,9910,9754,3280,6474,156,0.336272298544187,0.9842583249243189,0.01574167507568113,0.9989747795776092,PASS,OK
F6629 - P2C11,F5,F5,53005,F6629,P2C11,L-117,True,9910,9743,3262,6481,167,0.33480447500769783,0.9831483350151362,0.016851664984863773,0.9886072051729446,PASS,OK
F6629 - P2D11,F5,F5,53005,F6629,P2D11,L-117,True,9910,9687,1217,8470,223,0.12563229069887477,0.9774974772956609,0.022502522704339053,0.9475585836688345,FAIL,low heterozygosity for hybrid (12.6%; expected >20%)
F6629 - P2E11,F5,F5,53005,F6629,P2E11,L-117,True,9910,9753,3286,6467,157,0.3369219727263406,0.9841574167507569,0.01584258324924319,0.9979493489182816,PASS,OK
F6629 - P2F11,F5,F5,53005,F6629,P2F11,L-117,True,9910,9743,3265,6478,167,0.33511238838140206,0.9831483350151362,0.016851664984863773,0.9981525197577749,PASS,OK
F6629 - P2G11,F5,F5,53005,F6629,P2G11,L-117,True,9910,9752,3299,6453,158,0.3382895816242822,0.9840565085771947,0.015943491422805246,0.9980516817063166,PASS,OK
F6629 - P2H11,F5,F5,53005,F6629,P2H11,L-117,True,9910,9719,3223,6496,191,0.33161847926741433,0.9807265388496468,0.01927346115035318,0.9980450663648524,PASS,OK
F6630 - P2A12,F5,F5,53005,F6630,P2A12,L-117,True,9910,9750,3226,6524,160,0.33087179487179486,0.9838546922300706,0.016145307769929364,0.9981538461538462,PASS,OK
F6630 - P2B12,F5,F5,53005,F6630,P2B12,L-117,True,9910,9746,3276,6470,164,0.33613790272932487,0.9834510595358223,0.016548940464177597,0.9978452698542992,PASS,OK
F6630 - P2C12,F5,F5,53005,F6630,P2C12,L-117,True,9910,9741,3278,6463,169,0.336515758135715,0.9829465186680121,0.01705348133198789,0.9945590801765732,PASS,OK
F6630 - P2D12,F5,F5,53005,F6630,P2D12,L-117,True,9910,9746,3252,6494,164,0.3336753539913811,0.9834510595358223,0.016548940464177597,0.9983583008413708,PASS,OK
F6630 - P2E12,F5,F5,53005,F6630,P2E12,L-117,True,9910,9743,3284,6459,167,0.33706250641486196,0.9831483350151362,0.016851664984863773,0.9983577953402443,PASS,OK
F6630 - P2F12,F5,F5,53005,F6630,P2F12,L-117,True,9910,9748,3177,6571,162,0.3259130077964711,0.9836528758829465,0.016347124117053483,0.9887156339762002,PASS,OK
F6630 - P2G12,F5,F5,53005,F6630,P2G12,L-117,True,9910,9740,3261,6479,170,0.3348049281314168,0.9828456104944501,0.017154389505549948,0.9983572895277207,PASS,OK
F6630 - P3A1,F5,F5,53005,F6630,P3A1,L-117,True,9910,9719,3159,6560,191,0.32503343965428544,0.9807265388496468,0.01927346115035318,0.9957814589978393,PASS,OK
F6631 - P3A2,F5,F5,53005,F6631,P3A2,L-117,True,9910,9732,3203,6529,178,0.3291204274558159,0.9820383451059536,0.017961654894046417,0.9980476777640773,PASS,OK
F6631 - P3B1,F5,F5,53005,F6631,P3B1,L-117,True,9910,9734,3183,6551,176,0.32699815081158823,0.9822401614530777,0.0177598385469223,0.9463735360591741,PASS,OK
F6631 - P3C1,F5,F5,53005,F6631,P3C1,L-117,True,9910,9728,3244,6484,182,0.3334703947368421,0.9816347124117053,0.018365287588294654,0.998046875,PASS,OK
F6631 - P3D1,F5,F5,53005,F6631,P3D1,L-117,True,9910,9727,3203,6524,183,0.3292896062506425,0.9815338042381433,0.01846619576185671,0.9971214146191014,PASS,OK
F6631 - P3E1,F5,F5,53005,F6631,P3E1,L-117,True,9910,9730,3206,6524,180,0.3294964028776978,0.9818365287588294,0.018163471241170535,0.997327852004111,PASS,OK
F6631 - P3F1,F5,F5,53005,F6631,P3F1,L-117,True,9910,9710,2965,6745,200,0.30535530381050463,0.9798183652875883,0.020181634712411706,0.9883625128733264,PASS,OK
F6631 - P3G1,F5,F5,53005,F6631,P3G1,L-117,True,9910,9728,3232,6496,182,0.33223684210526316,0.9816347124117053,0.018365287588294654,0.9979440789473685,PASS,OK
F6631 - P3H1,F5,F5,53005,F6631,P3H1,L-117,True,9910,9719,3214,6505,191,0.3306924580718181,0.9807265388496468,0.01927346115035318,0.9976335013890318,PASS,OK
F6632 - P3B2,F5,F5,53005,F6632,P3B2,L-117,True,9910,9739,3265,6474,171,0.33525002566998663,0.982744702320888,0.01725529767911201,0.9986651606941165,PASS,OK
F6632 - P3C2,F5,F5,53005,F6632,P3C2,L-117,True,9910,9731,3301,6430,179,0.339225156715651,0.9819374369323915,0.018062563067608475,0.9960949542698592,PASS,OK
F6632 - P3D2,F5,F5,53005,F6632,P3D2,L-117,True,9910,9663,1633,8030,247,0.16899513608610162,0.9750756811301715,0.024924318869828457,0.9350098313153266,WARNING,reduced heterozygosity for hybrid (16.9%)
F6632 - P3E2,F5,F5,53005,F6632,P3E2,L-117,True,9910,9728,3228,6500,182,0.33182565789473684,0.9816347124117053,0.018365287588294654,0.9461348684210527,PASS,OK
F6632 - P3F2,F5,F5,53005,F6632,P3F2,L-117,True,9910,9733,3251,6482,177,0.33401828829754443,0.9821392532795157,0.01786074672048436,0.9985615945751567,PASS,OK
F6632 - P3G2,F5,F5,53005,F6632,P3G2,L-117,True,9910,9709,3204,6505,201,0.33000308991657223,0.9797174571140262,0.020282542885973764,0.9981460500566485,PASS,OK
F6633 - P3A3,F5,F5,53006,F6633,P3A3,L-VV3,True,9910,9724,3227,6497,186,0.3318593171534348,0.9812310797174572,0.018768920282542886,0.9979432332373509,PASS,OK
F6633 - P3B3,F5,F5,53006,F6633,P3B3,L-VV3,True,9910,9727,3220,6507,183,0.3310373188033309,0.9815338042381433,0.01846619576185671,0.9978410609643261,PASS,OK
F6633 - P3C3,F5,F5,53006,F6633,P3C3,L-VV3,True,9910,9701,3237,6464,209,0.3336769405215957,0.9789101917255297,0.021089808274470233,0.997113699618596,PASS,OK
F6633 - P3D3,F5,F5,53006,F6633,P3D3,L-VV3,True,9910,9714,3214,6500,196,0.3308626724315421,0.9802219979818365,0.01977800201816347,0.9970146180770023,PASS,OK
F6633 - P3E3,F5,F5,53006,F6633,P3E3,L-VV3,True,9910,9734,3221,6513,176,0.3309019930141771,0.9822401614530777,0.0177598385469223,0.9986644750359565,PASS,OK
F6633 - P3F3,F5,F5,53006,F6633,P3F3,L-VV3,True,9910,9720,3034,6686,190,0.3121399176954732,0.9808274470232089,0.01917255297679112,0.991358024691358,PASS,OK
F6633 - P3G3,F5,F5,53006,F6633,P3G3,L-VV3,True,9910,9736,3220,6516,174,0.3307313064913722,0.9824419778002018,0.017558022199798184,0.9987674609695973,PASS,OK
F6633 - P3H2,F5,F5,53006,F6633,P3H2,L-VV3,True,9910,9715,2835,6880,195,0.29181677817807516,0.9803229061553986,0.019677093844601413,0.9917653113741637,PASS,OK
F6634 - P3B4,F5,F5,53006,F6634,P3B4,L-VV3,True,9910,9711,2628,7083,199,0.2706209453197405,0.9799192734611504,0.020080726538849646,0.9546905571001957,PASS,OK
F6634 - P3C4,F5,F5,53006,F6634,P3C4,L-VV3,True,9910,9735,3282,6453,175,0.3371340523882897,0.9823410696266398,0.017658930373360242,0.9990755007704161,PASS,OK
F6634 - P3D4,F5,F5,53006,F6634,P3D4,L-VV3,True,9910,9727,2329,7398,183,0.23943661971830985,0.9815338042381433,0.01846619576185671,0.9817004215071451,PASS,OK
F6634 - P3E4,F5,F5,53006,F6634,P3E4,L-VV3,True,9910,9718,3213,6505,192,0.33062358509981477,0.9806256306760848,0.019374369323915237,0.9977361597036427,PASS,OK
F6634 - P3F4,F5,F5,53006,F6634,P3F4,L-VV3,True,9910,9736,3282,6454,174,0.3370994248151191,0.9824419778002018,0.017558022199798184,0.9975349219391948,PASS,OK
F6634 - P3G4,F5,F5,53006,F6634,P3G4,L-VV3,True,9910,9731,3220,6511,179,0.330901243448772,0.9819374369323915,0.018062563067608475,0.9979447127736101,PASS,OK
F6634 - P3H3,F5,F5,53006,F6634,P3H3,L-VV3,True,9910,9723,3234,6489,187,0.3326133909287257,0.981130171543895,0.018869828456104944,0.9973259282114574,PASS,OK
F6634 - P3H4,F5,F5,53006,F6634,P3H4,L-VV3,True,9910,9699,3211,6488,211,0.3310650582534282,0.9787083753784056,0.021291624621594347,0.997319311269203,PASS,OK
F6635 - P3A5,F5,F5,53006,F6635,P3A5,L-VV3,True,9910,9739,3202,6537,171,0.32878118903378173,0.982744702320888,0.01725529767911201,0.9974330013348393,PASS,OK
F6635 - P3B5,F5,F5,53006,F6635,P3B5,L-VV3,True,9910,9739,3293,6446,171,0.3381250641749666,0.982744702320888,0.01725529767911201,0.9972276414416265,PASS,OK
F6635 - P3C5,F5,F5,53006,F6635,P3C5,L-VV3,True,9910,9738,3259,6479,172,0.33466830971452044,0.9826437941473259,0.017356205852674066,0.9983569521462312,PASS,OK
F6635 - P3D5,F5,F5,53006,F6635,P3D5,L-VV3,True,9910,9728,3248,6480,182,0.3338815789473684,0.9816347124117053,0.018365287588294654,0.9981496710526315,PASS,OK
F6635 - P3E5,F5,F5,53006,F6635,P3E5,L-VV3,True,9910,9715,3226,6489,195,0.3320638188368502,0.9803229061553986,0.019677093844601413,0.9962943901183736,PASS,OK
F6635 - P3F5,F5,F5,53006,F6635,P3F5,L-VV3,True,9910,9735,3207,6528,175,0.32942989214175655,0.9823410696266398,0.017658930373360242,0.9984591679506933,PASS,OK
F6635 - P3G5,F5,F5,53006,F6635,P3G5,L-VV3,True,9910,9725,3232,6493,185,0.33233933161953727,0.9813319878910192,0.01866801210898083,0.9982519280205655,PASS,OK
F6635 - P3H5,F5,F5,53006,F6635,P3H5,L-VV3,True,9910,9711,3156,6555,199,0.3249922767995057,0.9799192734611504,0.020080726538849646,0.9287406034393986,PASS,OK
F6636 - P3A6,F5,F5,53006,F6636,P3A6,L-VV3,True,9910,9736,3248,6488,174,0.33360723089564503,0.9824419778002018,0.017558022199798184,0.9986647493837305,PASS,OK
F6636 - P3B6,F5,F5,53006,F6636,P3B6,L-VV3,True,9910,9728,3254,6474,182,0.3344983552631579,0.9816347124117053,0.018365287588294654,0.9984580592105263,PASS,OK
F6636 - P3C6,F5,F5,53006,F6636,P3C6,L-VV3,True,9910,9730,3292,6438,180,0.3383350462487153,0.9818365287588294,0.018163471241170535,0.9980472764645426,PASS,OK
F6636 - P3D6,F5,F5,53006,F6636,P3D6,L-VV3,True,9910,9735,3206,6529,175,0.3293271700051361,0.9823410696266398,0.017658930373360242,0.9979455572675912,PASS,OK
F6636 - P3E6,F5,F5,53006,F6636,P3E6,L-VV3,True,9910,9724,3195,6529,186,0.32856849033319624,0.9812310797174572,0.018768920282542886,0.9970176881941588,PASS,OK
F6636 - P3F6,F5,F5,53006,F6636,P3F6,L-VV3,True,9910,9728,3081,6647,182,0.31671463815789475,0.9816347124117053,0.018365287588294654,0.9950657894736842,PASS,OK
F6647 - P4A6,F5-DOBLE,F5-DOBLE,38589,F6647,P4A6,,True,9910,9747,3147,6600,163,0.3228685749461373,0.9835519677093845,0.01644803229061554,0.9822509490099518,PASS,OK
F6647 - P4B5,F5-DOBLE,F5-DOBLE,38589,F6647,P4B5,,True,9910,9747,3160,6587,163,0.32420231866215243,0.9835519677093845,0.01644803229061554,0.9928183030676105,PASS,OK
F6647 - P4B6,F5-DOBLE,F5-DOBLE,38589,F6647,P4B6,,True,9910,9749,3314,6435,161,0.33993230074879477,0.9837537840565086,0.016246215943491422,0.9902554108113653,PASS,OK
F6647 - P4C5,F5-DOBLE,F5-DOBLE,38589,F6647,P4C5,,True,9910,9753,3259,6494,157,0.3341535937660207,0.9841574167507569,0.01584258324924319,0.944529888239516,PASS,OK
F6647 - P4D5,F5-DOBLE,F5-DOBLE,38589,F6647,P4D5,,True,9910,9742,3161,6581,168,0.3244713611168138,0.9830474268415742,0.016952573158425834,0.987990145760624,PASS,OK
F6647 - P4E5,F5-DOBLE,F5-DOBLE,38589,F6647,P4E5,,True,9910,9749,3342,6407,161,0.34280439019386605,0.9837537840565086,0.016246215943491422,0.9748692173556263,PASS,OK
F6647 - P4F5,F5-DOBLE,F5-DOBLE,38589,F6647,P4F5,,True,9910,9733,2584,7149,177,0.2654885441282236,0.9821392532795157,0.01786074672048436,0.9477036884824823,PASS,OK
F6647 - P4G5,F5-DOBLE,F5-DOBLE,38589,F6647,P4G5,,True,9910,9747,3331,6416,163,0.34174617831127524,0.9835519677093845,0.01644803229061554,0.9897404329537294,PASS,OK
F6647 - P4H4,F5-DOBLE,F5-DOBLE,38589,F6647,P4H4,,True,9910,9742,3127,6615,168,0.3209813180045165,0.9830474268415742,0.016952573158425834,0.9786491480188872,PASS,OK
F6647 - P4H5,F5-DOBLE,F5-DOBLE,38589,F6647,P4H5,,True,9910,9737,3214,6523,173,0.3300811338194516,0.9825428859737638,0.017457114026236124,0.9774057717982951,PASS,OK
F6648 - P4A7,F5-DOBLE,F5-DOBLE,38589,F6648,P4A7,,True,9910,9756,3254,6502,154,0.3335383353833538,0.984460141271443,0.015539858728557013,0.990979909799098,PASS,OK
F6648 - P4B7,F5-DOBLE,F5-DOBLE,38589,F6648,P4B7,,True,9910,9750,3234,6516,160,0.3316923076923077,0.9838546922300706,0.016145307769929364,0.9906666666666667,PASS,OK
F6648 - P4C6,F5-DOBLE,F5-DOBLE,38589,F6648,P4C6,,True,9910,9735,3246,6489,175,0.33343605546995375,0.9823410696266398,0.017658930373360242,0.9844889573703133,PASS,OK
F6648 - P4C7,F5-DOBLE,F5-DOBLE,38589,F6648,P4C7,,True,9910,9737,3265,6472,173,0.3353188867207559,0.9825428859737638,0.017457114026236124,0.9896271952346719,PASS,OK
F6648 - P4D6,F5-DOBLE,F5-DOBLE,38589,F6648,P4D6,,True,9910,9749,3206,6543,161,0.3288542414606626,0.9837537840565086,0.016246215943491422,0.9888193660888296,PASS,OK
F6648 - P4D7,F5-DOBLE,F5-DOBLE,38589,F6648,P4D7,,True,9910,9723,3258,6465,187,0.33508176488738045,0.981130171543895,0.018869828456104944,0.9926977270389797,PASS,OK
F6648 - P4E6,F5-DOBLE,F5-DOBLE,38589,F6648,P4E6,,True,9910,9720,3252,6468,190,0.3345679012345679,0.9808274470232089,0.01917255297679112,0.9922839506172839,PASS,OK
F6648 - P4F6,F5-DOBLE,F5-DOBLE,38589,F6648,P4F6,,True,9910,9740,3233,6507,170,0.33193018480492814,0.9828456104944501,0.017154389505549948,0.9928131416837782,PASS,OK
F6648 - P4G6,F5-DOBLE,F5-DOBLE,38589,F6648,P4G6,,True,9910,9738,3225,6513,172,0.33117683302526185,0.9826437941473259,0.017356205852674066,0.9854179502978024,PASS,OK
F6648 - P4H6,F5-DOBLE,F5-DOBLE,38589,F6648,P4H6,,True,9910,9742,3289,6453,168,0.3376103469513447,0.9830474268415742,0.016952573158425834,0.9880927940874564,PASS,OK
F6649 - P4A8,F5-DOBLE,F5-DOBLE,38589,F6649,P4A8,,True,9910,9735,3158,6577,175,0.32439650744735493,0.9823410696266398,0.017658930373360242,0.9705187467899332,PASS,OK
F6649 - P4B8,F5-DOBLE,F5-DOBLE,38589,F6649,P4B8,,True,9910,9757,3265,6492,153,0.33463154658194116,0.984561049445005,0.015438950554994954,0.9875986471251409,PASS,OK
F6649 - P4C8,F5-DOBLE,F5-DOBLE,38589,F6649,P4C8,,True,9910,9743,3215,6528,167,0.3299804988196654,0.9831483350151362,0.016851664984863773,0.9914810633275172,PASS,OK
F6649 - P4D8,F5-DOBLE,F5-DOBLE,38589,F6649,P4D8,,True,9910,9747,3101,6646,163,0.31814917410485277,0.9835519677093845,0.01644803229061554,0.989843028624192,PASS,OK
F6649 - P4E7,F5-DOBLE,F5-DOBLE,38589,F6649,P4E7,,True,9910,9759,3233,6526,151,0.33128394302694947,0.9847628657921291,0.015237134207870838,0.9831949994876524,PASS,OK
F6649 - P4E8,F5-DOBLE,F5-DOBLE,38589,F6649,P4E8,,True,9910,9745,3156,6589,165,0.32385838891739355,0.9833501513622603,0.016649848637739658,0.987891226269882,PASS,OK
F6649 - P4F7,F5-DOBLE,F5-DOBLE,38589,F6649,P4F7,,True,9910,9742,3211,6531,168,0.32960377745842745,0.9830474268415742,0.016952573158425834,0.9832683227263396,PASS,OK
F6649 - P4F8,F5-DOBLE,F5-DOBLE,38589,F6649,P4F8,,True,9910,9751,3167,6584,159,0.3247872013126859,0.9839556004036327,0.016044399596367307,0.9863603732950467,PASS,OK
F6649 - P4G7,F5-DOBLE,F5-DOBLE,38589,F6649,P4G7,,True,9910,9737,3162,6575,173,0.3247406798808668,0.9825428859737638,0.017457114026236124,0.969395090890418,PASS,OK
F6649 - P4H7,F5-DOBLE,F5-DOBLE,38589,F6649,P4H7,,True,9910,9739,3204,6535,171,0.3289865489269946,0.982744702320888,0.01725529767911201,0.9892186056063251,PASS,OK
F6650 - P4A9,F5-DOBLE,F5-DOBLE,38589,F6650,P4A9,,True,9910,9744,3235,6509,166,0.3319991789819376,0.9832492431886983,0.016750756811301715,0.9751642036124795,PASS,OK
F6650 - P4B9,F5-DOBLE,F5-DOBLE,38589,F6650,P4B9,,True,9910,9742,3145,6597,168,0.3228289878874974,0.9830474268415742,0.016952573158425834,0.9863477725313078,PASS,OK
F6650 - P4C9,F5-DOBLE,F5-DOBLE,38589,F6650,P4C9,,True,9910,9731,3299,6432,179,0.339019627993012,0.9819374369323915,0.018062563067608475,0.9918816154557599,PASS,OK
F6650 - P4G8,F5-DOBLE,F5-DOBLE,38589,F6650,P4G8,,True,9910,9743,3246,6497,167,0.3331622703479421,0.9831483350151362,0.016851664984863773,0.9868623627219543,PASS,OK
F6650 - P4H8,F5-DOBLE,F5-DOBLE,38589,F6650,P4H8,,True,9910,9749,3303,6446,161,0.33880397989537386,0.9837537840565086,0.016246215943491422,0.9908708585495948,PASS,OK
F6651 - P4D9,F5-DOBLE,F5-DOBLE,38589,F6651,P4D9,,True,9910,9751,3239,6512,159,0.33217105937852526,0.9839556004036327,0.016044399596367307,0.9780535329709773,PASS,OK
F6651 - P4E9,F5-DOBLE,F5-DOBLE,38589,F6651,P4E9,,True,9910,9751,3143,6608,159,0.3223259152907394,0.9839556004036327,0.016044399596367307,0.9891293200697364,PASS,OK
F6651 - P4F9,F5-DOBLE,F5-DOBLE,38589,F6651,P4F9,,True,9910,9746,3249,6497,164,0.3333675353991381,0.9834510595358223,0.016548940464177597,0.9913810794171968,PASS,OK
F6651 - P4G9,F5-DOBLE,F5-DOBLE,38589,F6651,P4G9,,True,9910,9749,3023,6726,161,0.310083085444661,0.9837537840565086,0.016246215943491422,0.976715560570315,PASS,OK
F6651 - P4H9,F5-DOBLE,F5-DOBLE,38589,F6651,P4H9,,True,9910,9734,3227,6507,176,0.331518389151428,0.9822401614530777,0.0177598385469223,0.9919868502157386,PASS,OK
F6656 - P4E12,Hembra F5,Hembra F5,46501,F6656,P4E12,,True,9910,9722,2109,7613,188,0.21693067270109032,0.981029263370333,0.018970736629667004,1.0,PASS,OK
F6656 - P4F12,Hembra F5,Hembra F5,46501,F6656,P4F12,,True,9910,9715,2104,7611,195,0.21657231085949563,0.9803229061553986,0.019677093844601413,1.0,PASS,OK
F6656 - P4G12,Hembra F5,Hembra F5,46501,F6656,P4G12,,True,9910,9717,2106,7611,193,0.2167335597406607,0.9805247225025226,0.019475277497477295,1.0,PASS,OK
F6656 - P5A1,Hembra F5,Hembra F5,46501,F6656,P5A1,,True,9910,9702,2087,7615,208,0.21511028653885797,0.9790110998990919,0.020988900100908172,1.0,PASS,OK
F6656 - P5B1,Hembra F5,Hembra F5,46501,F6656,P5B1,,True,9910,9704,2092,7612,206,0.21558120362737015,0.979212916246216,0.020787083753784057,0.9998969497114591,PASS,OK
F6657 - P5C1,Hembra F5,Hembra F5,46501,F6657,P5C1,,True,9910,9713,2088,7625,197,0.21496962833316174,0.9801210898082745,0.01987891019172553,0.9998970451971585,PASS,OK
F6657 - P5D1,Hembra F5,Hembra F5,46501,F6657,P5D1,,True,9910,9706,2094,7612,204,0.21574283948073356,0.9794147325933401,0.02058526740665994,0.9997939418916134,PASS,OK
F6657 - P5E1,Hembra F5,Hembra F5,46501,F6657,P5E1,,True,9910,9713,2105,7608,197,0.21671985998146814,0.9801210898082745,0.01987891019172553,1.0,PASS,OK
F6657 - P5F1,Hembra F5,Hembra F5,46501,F6657,P5F1,,True,9910,9718,2108,7610,192,0.216917061123688,0.9806256306760848,0.019374369323915237,0.9998970981683474,PASS,OK
F6657 - P5G1,Hembra F5,Hembra F5,46501,F6657,P5G1,,True,9910,9711,2095,7616,199,0.21573473380702296,0.9799192734611504,0.020080726538849646,1.0,PASS,OK
F6658 - P5A2,Hembra F5,Hembra F5,30000,F6658,P5A2,,True,9910,9703,2085,7618,207,0.21488199525919818,0.9791120080726539,0.020887991927346115,1.0,PASS,OK
F6658 - P5B2,Hembra F5,Hembra F5,30000,F6658,P5B2,,True,9910,9715,2082,7633,195,0.21430777148739064,0.9803229061553986,0.019677093844601413,1.0,PASS,OK
F6658 - P5C2,Hembra F5,Hembra F5,30000,F6658,P5C2,,True,9910,9719,2097,7622,191,0.21576293857392737,0.9807265388496468,0.01927346115035318,1.0,PASS,OK
F6658 - P5D2,Hembra F5,Hembra F5,30000,F6658,P5D2,,True,9910,9715,2097,7618,195,0.21585177560473495,0.9803229061553986,0.019677093844601413,1.0,PASS,OK
