CELL,GID,NAME,Lote de Producción,het_rate,dist_F5,dist_hembra,closer_to_hembra,ek_class
F6648 - P4B7,38589,F5-DOBLE,R&D,0.33169230769230773,0.202772359104775,0.352270906618981,False,Pure hybrid
F6648 - P4C6,38589,F5-DOBLE,R&D,0.33343605546995375,0.239228814526369,0.336191843049,False,Pure hybrid
F6648 - P4C7,38589,F5-DOBLE,R&D,0.3353188867207559,0.212349515303717,0.349165453461857,False,Pure hybrid
F6648 - P4D6,38589,F5-DOBLE,R&D,0.3288542414606626,0.23301885596618,0.357686083683166,False,Pure hybrid
F6648 - P4D7,38589,F5-DOBLE,R&D,0.33508176488738045,0.214522563768376,0.335133725257014,False,Pure hybrid
F6648 - P4E6,38589,F5-DOBLE,R&D,0.3345679012345679,0.233276719550069,0.359389176751681,False,Pure hybrid
F6648 - P4F6,38589,F5-DOBLE,R&D,0.3319301848049281,0.240311277643264,0.359539000684056,False,Pure hybrid
F6648 - P4G6,38589,F5-DOBLE,R&D,0.3311768330252619,0.218375341571453,0.353020746904541,False,Pure hybrid
F6648 - P4H6,38589,F5-DOBLE,R&D,0.3376103469513447,0.223473735073872,0.348761292479639,False,Pure hybrid
F6649 - P4A8,38589,F5-DOBLE,R&D,0.3243965074473549,0.293491956960286,0.365158708507077,False,Pure hybrid
F6649 - P4B8,38589,F5-DOBLE,R&D,0.33463154658194116,0.224594646094811,0.341864637961612,False,Pure hybrid
F6649 - P4C8,38589,F5-DOBLE,R&D,0.32998049881966535,0.199898600180266,0.34465027917374,False,Pure hybrid
F6649 - P4D8,38589,F5-DOBLE,R&D,0.31814917410485277,0.2439684716206,0.343081865752443,False,Pure hybrid
F6649 - P4E7,38589,F5-DOBLE,R&D,0.3312839430269495,0.234261675226804,0.348615843850881,False,Pure hybrid
F6649 - P4E8,38589,F5-DOBLE,R&D,0.32385838891739355,0.251799967903582,0.345199134122858,False,Pure hybrid
F6649 - P4F7,38589,F5-DOBLE,R&D,0.3296037774584274,0.246709468060992,0.346771551408133,False,Pure hybrid
F6649 - P4F8,38589,F5-DOBLE,R&D,0.3247872013126859,0.232631343616246,0.340161898966745,False,Pure hybrid
F6649 - P4G7,38589,F5-DOBLE,R&D,0.3247406798808668,0.286402396634893,0.350190699202599,False,Pure hybrid
F6649 - P4H7,38589,F5-DOBLE,R&D,0.3289865489269945,0.214675768297849,0.358235890691744,False,Pure hybrid
F6650 - P4A9,38589,F5-DOBLE,R&D,0.3319991789819376,0.267580349031864,0.346696402272195,False,Pure hybrid
F6650 - P4B9,38589,F5-DOBLE,R&D,0.3228289878874974,0.275850194221953,0.355018941175974,False,Pure hybrid
F6650 - P4C9,38589,F5-DOBLE,R&D,0.339019627993012,0.190508498825391,0.343409061533372,False,Pure hybrid
F6650 - P4G8,38589,F5-DOBLE,R&D,0.3331622703479421,0.222301686274363,0.33932237152803,False,Pure hybrid
F6650 - P4H8,38589,F5-DOBLE,R&D,0.33880397989537386,0.209328933868302,0.339862405792024,False,Pure hybrid
F6651 - P4D9,38589,F5-DOBLE,R&D,0.3321710593785253,0.256413414955884,0.357801538759369,False,Pure hybrid
F6651 - P4E9,38589,F5-DOBLE,R&D,0.32232591529073945,0.258778278178331,0.343395609868007,False,Pure hybrid
F6651 - P4F9,38589,F5-DOBLE,R&D,0.3333675353991381,0.233268168936741,0.343504115407821,False,Pure hybrid
F6651 - P4G9,38589,F5-DOBLE,R&D,0.310083085444661,0.276278566712079,0.358261488672551,False,Pure hybrid
F6651 - P4H9,38589,F5-DOBLE,R&D,0.33151838915142795,0.22038910053488,0.344746103356412,False,Pure hybrid
