"HETER_GROUP","REC_PARENT","FORMED_GEN","NOTE_AA_text","QPM_ZN_DONOR","Reference","SOWDATE","YEARCODE","ACCNAME","HARVDATE","PRODSEASON","PRODLOC","PLOTS_IN_TRIAL","ACTION","LNAME","PED","Group Source Preferred Name","Group Source GID","Method Code","Male Parent Preferred Name","Immediate Source Name","Immediate Source GID","Male Parent GID","Units","Lots","Location","Available","Creation Date","Method Group","Method Number","PreferredID","Breeding Method Name","Female Parent Preferred Name","Preferred Name","Location Abbr","GroupID","Cross","GUID","Female Parent GID","GID"
"A","CLWQHZN44/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN44/CLWQHZN69","","20170822","X182","X1G02U00012-42","20171217","2017C","centro","52-42","selfed","SNMLWZ200827","[CLWQHZN44/CLWQHZN69]-42","X1G01U00004","12","NSI","X1G01U00015","X1G01U00004","12","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00014","X1G02U00012-42","CE","0","X1G01U00014/X1G01U00015","2QEDGApDaApQf","2","498"
"A","CLWQHZN44/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN44/CLWQHZN69","","20170822","X182","X1G02U00012-43","20171217","2017C","centro","52-43","selfed","SNMLWZ200828","[CLWQHZN44/CLWQHZN69]-43","X1G01U00004","12","NSI","X1G01U00015","X1G01U00004","12","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00014","X1G02U00012-43","CE","0","X1G01U00014/X1G01U00015","2QEDGLLAInt1I","2","499"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-1","20171217","2017C","centro","53-1","selfed","SNMLWZ200829","[CLWQHZN43/CLWQHZN19]-1","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-1","CE","0","X1G01U00017/X1G01U00013","2QEDGbpQ5R7xE","5","500"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-2","20171217","2017C","centro","53-2","selfed","SNMLWZ200830","[CLWQHZN43/CLWQHZN19]-2","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-2","CE","0","X1G01U00017/X1G01U00013","2QEDGflpMSRha","5","501"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-3","20171217","2017C","centro","53-3","selfed","SNMLWZ200831","[CLWQHZN43/CLWQHZN19]-3","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-3","CE","0","X1G01U00017/X1G01U00013","2QEDGa8ERKUyE","5","502"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-4","20171217","2017C","centro","53-4","selfed","SNMLWZ200832","[CLWQHZN43/CLWQHZN19]-4","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-4","CE","0","X1G01U00017/X1G01U00013","2QEDGGHxiLgZ6","5","503"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-5","20171217","2017C","centro","53-5","selfed","SNMLWZ200833","[CLWQHZN43/CLWQHZN19]-5","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-5","CE","0","X1G01U00017/X1G01U00013","2QEDG3zulzuBE","5","504"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-6","20171217","2017C","centro","53-6","selfed","SNMLWZ200834","[CLWQHZN43/CLWQHZN19]-6","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-6","CE","0","X1G01U00017/X1G01U00013","2QEDGLfAXPsJP","5","505"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-7","20171217","2017C","centro","53-7","selfed","SNMLWZ200835","[CLWQHZN43/CLWQHZN19]-7","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-7","CE","0","X1G01U00017/X1G01U00013","2QEDGmzA48G9z","5","506"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-8","20171217","2017C","centro","53-8","selfed","SNMLWZ200836","[CLWQHZN43/CLWQHZN19]-8","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-8","CE","0","X1G01U00017/X1G01U00013","2QEDGnFy3ihxD","5","507"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-9","20171217","2017C","centro","53-9","selfed","SNMLWZ200837","[CLWQHZN43/CLWQHZN19]-9","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","","0","SN Centro Experimental","0","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-9","CE","0","X1G01U00017/X1G01U00013","2QEDGQjQ3uZIU","5","508"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-10","20171217","2017C","centro","53-10","selfed","SNMLWZ200838","[CLWQHZN43/CLWQHZN19]-10","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-10","CE","0","X1G01U00017/X1G01U00013","2QEDG7N7mAsS7","5","509"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-11","20171217","2017C","centro","53-11","selfed","SNMLWZ200839","[CLWQHZN43/CLWQHZN19]-11","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-11","CE","0","X1G01U00017/X1G01U00013","2QEDGzogm1HDT","5","510"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-12","20171217","2017C","centro","53-12","selfed","SNMLWZ200840","[CLWQHZN43/CLWQHZN19]-12","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-12","CE","0","X1G01U00017/X1G01U00013","2QEDG6AjpfxGO","5","511"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-13","20171217","2017C","centro","53-13","selfed","SNMLWZ200841","[CLWQHZN43/CLWQHZN19]-13","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-13","CE","0","X1G01U00017/X1G01U00013","2QEDG4FMX46n8","5","512"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-14","20171217","2017C","centro","53-14","selfed","SNMLWZ200842","[CLWQHZN43/CLWQHZN19]-14","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-14","CE","0","X1G01U00017/X1G01U00013","2QEDGHasRUbSI","5","513"
"A","CLWQHZN43/CLWQHZN19","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN19","","20170822","X183","X1G02U00013-15","20171217","2017C","centro","53-15","selfed","SNMLWZ200843","[CLWQHZN43/CLWQHZN19]-15","X1G01U00009","17","NSI","X1G01U00013","X1G01U00009","17","1","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00013-15","CE","0","X1G01U00017/X1G01U00013","2QEDGJ2axRMmV","5","514"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-1","20171217","2017C","centro","54-1","selfed","SNMLWZ200844","[CLWQHZN43/CLWQHZN69]-1","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-1","CE","0","X1G01U00017/X1G01U00015","2QEDGRuQdlsM4","5","515"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-2","20171217","2017C","centro","54-2","selfed","SNMLWZ200845","[CLWQHZN43/CLWQHZN69]-2","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-2","CE","0","X1G01U00017/X1G01U00015","2QEDGTe2lgnvL","5","516"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-3","20171217","2017C","centro","54-3","selfed","SNMLWZ200846","[CLWQHZN43/CLWQHZN69]-3","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-3","CE","0","X1G01U00017/X1G01U00015","2QEDGvMUqSTot","5","517"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-4","20171217","2017C","centro","54-4","selfed","SNMLWZ200847","[CLWQHZN43/CLWQHZN69]-4","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-4","CE","0","X1G01U00017/X1G01U00015","2QEDGvkDi1IUU","5","518"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-5","20171217","2017C","centro","54-5","selfed","SNMLWZ200848","[CLWQHZN43/CLWQHZN69]-5","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-5","CE","0","X1G01U00017/X1G01U00015","2QEDGDZZoFoMk","5","519"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-6","20171217","2017C","centro","54-6","selfed","SNMLWZ200849","[CLWQHZN43/CLWQHZN69]-6","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-6","CE","0","X1G01U00017/X1G01U00015","2QEDGICN86xqd","5","520"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-7","20171217","2017C","centro","54-7","selfed","SNMLWZ200850","[CLWQHZN43/CLWQHZN69]-7","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-7","CE","0","X1G01U00017/X1G01U00015","2QEDGzByq62oz","5","521"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-8","20171217","2017C","centro","54-8","selfed","SNMLWZ200851","[CLWQHZN43/CLWQHZN69]-8","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-8","CE","0","X1G01U00017/X1G01U00015","2QEDGzHepMtRp","5","522"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-9","20171217","2017C","centro","54-9","selfed","SNMLWZ200852","[CLWQHZN43/CLWQHZN69]-9","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-9","CE","0","X1G01U00017/X1G01U00015","2QEDGLojCoutX","5","523"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-10","20171217","2017C","centro","54-10","selfed","SNMLWZ200853","[CLWQHZN43/CLWQHZN69]-10","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-10","CE","0","X1G01U00017/X1G01U00015","2QEDGFMarsX75","5","524"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-11","20171217","2017C","centro","54-11","selfed","SNMLWZ200854","[CLWQHZN43/CLWQHZN69]-11","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-11","CE","0","X1G01U00017/X1G01U00015","2QEDG2G3vWOzQ","5","525"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-12","20171217","2017C","centro","54-12","selfed","SNMLWZ200855","[CLWQHZN43/CLWQHZN69]-12","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-12","CE","0","X1G01U00017/X1G01U00015","2QEDG8LNQSooT","5","526"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-13","20171217","2017C","centro","54-13","selfed","SNMLWZ200856","[CLWQHZN43/CLWQHZN69]-13","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-13","CE","0","X1G01U00017/X1G01U00015","2QEDGs6gnLAhs","5","527"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-14","20171217","2017C","centro","54-14","selfed","SNMLWZ200857","[CLWQHZN43/CLWQHZN69]-14","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-14","CE","0","X1G01U00017/X1G01U00015","2QEDGWn9vJhsZ","5","528"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-15","20171217","2017C","centro","54-15","selfed","SNMLWZ200858","[CLWQHZN43/CLWQHZN69]-15","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-15","CE","0","X1G01U00017/X1G01U00015","2QEDGCMyq5wqh","5","529"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-16","20171217","2017C","centro","54-16","selfed","SNMLWZ200859","[CLWQHZN43/CLWQHZN69]-16","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-16","CE","0","X1G01U00017/X1G01U00015","2QEDGboQ0kKeJ","5","530"
"A","CLWQHZN43/CLWQHZN69","BC0F2","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","CLWQHZN43/CLWQHZN69","","20170822","X184","X1G02U00014-17","20171217","2017C","centro","54-17","selfed","SNMLWZ200860","[CLWQHZN43/CLWQHZN69]-17","X1G01U00010","18","NSI","X1G01U00015","X1G01U00010","18","3","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171217","G","61","","Seed increase","X1G01U00017","X1G02U00014-17","CE","0","X1G01U00017/X1G01U00015","2QEDGLrO6M2dY","5","531"
